   4.4555664062500000E-003  -1.7318725585937500E-003   4.5204162597656250E-004  -7.6293945312500000E-005   0.0000000000000000       -3.4553527832031250E-002   9.2277526855468750E-003  -1.8081665039062500E-003   3.2424926757812500E-004  -3.8146972656250000E-005  0.26310443878173828       -3.5728454589843750E-002   5.0020217895507812E-003  -6.7138671875000000E-004   9.3460083007812500E-005  -3.4553527832031250E-002   9.2277526855468750E-003  -1.8081665039062500E-003   3.2424926757812500E-004  -3.8146972656250000E-005   4.4555664062500000E-003  -1.7318725585937500E-003   4.5204162597656250E-004  -7.6293945312500000E-005   0.0000000000000000     
  -1.7318725585937500E-003   4.8217773437500000E-003  -1.8081665039062500E-003   3.6621093750000000E-004  -7.6293945312500000E-005   9.0332031250000000E-003  -3.6361694335937500E-002   9.5520019531250000E-003  -1.8463134765625000E-003   2.4414062500000000E-004  -3.5728454589843750E-002  0.26810646057128906       -3.6399841308593750E-002   5.0954818725585938E-003  -6.7138671875000000E-004   9.0332031250000000E-003  -3.6361694335937500E-002   9.5520019531250000E-003  -1.8463134765625000E-003   2.4414062500000000E-004  -1.7318725585937500E-003   4.8217773437500000E-003  -1.8081665039062500E-003   3.6621093750000000E-004  -7.6293945312500000E-005
   3.6621093750000000E-004  -1.8081665039062500E-003   5.0020217895507812E-003  -1.8081665039062500E-003   3.6621093750000000E-004  -1.8081665039062500E-003   9.5520019531250000E-003  -3.6399841308593750E-002   9.5520019531250000E-003  -1.8081665039062500E-003   5.0020217895507812E-003  -3.6399841308593750E-002  0.26819992065429688       -3.6399841308593750E-002   5.0020217895507812E-003  -1.8081665039062500E-003   9.5520019531250000E-003  -3.6399841308593750E-002   9.5520019531250000E-003  -1.8081665039062500E-003   3.6621093750000000E-004  -1.8081665039062500E-003   5.0020217895507812E-003  -1.8081665039062500E-003   3.6621093750000000E-004
  -7.6293945312500000E-005   3.6621093750000000E-004  -1.8081665039062500E-003   4.8217773437500000E-003  -1.7318725585937500E-003   2.4414062500000000E-004  -1.8463134765625000E-003   9.5520019531250000E-003  -3.6361694335937500E-002   9.0332031250000000E-003  -6.7138671875000000E-004   5.0954818725585938E-003  -3.6399841308593750E-002  0.26810646057128906       -3.5728454589843750E-002   2.4414062500000000E-004  -1.8463134765625000E-003   9.5520019531250000E-003  -3.6361694335937500E-002   9.0332031250000000E-003  -7.6293945312500000E-005   3.6621093750000000E-004  -1.8081665039062500E-003   4.8217773437500000E-003  -1.7318725585937500E-003
   0.0000000000000000       -7.6293945312500000E-005   4.5204162597656250E-004  -1.7318725585937500E-003   4.4555664062500000E-003  -3.8146972656250000E-005   3.2424926757812500E-004  -1.8081665039062500E-003   9.2277526855468750E-003  -3.4553527832031250E-002   9.3460083007812500E-005  -6.7138671875000000E-004   5.0020217895507812E-003  -3.5728454589843750E-002  0.26310443878173828       -3.8146972656250000E-005   3.2424926757812500E-004  -1.8081665039062500E-003   9.2277526855468750E-003  -3.4553527832031250E-002   0.0000000000000000       -7.6293945312500000E-005   4.5204162597656250E-004  -1.7318725585937500E-003   4.4555664062500000E-003
  -5.9509277343750000E-004   2.4414062500000000E-004  -7.6293945312500000E-005   0.0000000000000000        0.0000000000000000        4.5166015625000000E-003  -1.7700195312500000E-003   4.6634674072265625E-004  -7.6293945312500000E-005   0.0000000000000000       -3.4553527832031250E-002   9.2277526855468750E-003  -1.8081665039062500E-003   3.2424926757812500E-004  -3.8146972656250000E-005  0.26287841796875000       -3.5690307617187500E-002   4.9877166748046875E-003  -6.7138671875000000E-004   6.1035156250000000E-005  -3.3958435058593750E-002   8.7890625000000000E-003  -1.7318725585937500E-003   2.4414062500000000E-004  -3.8146972656250000E-005
   2.4414062500000000E-004  -6.7138671875000000E-004   3.2424926757812500E-004  -7.6293945312500000E-005   0.0000000000000000       -1.7700195312500000E-003   5.0811767578125000E-003  -1.8463134765625000E-003   4.8065185546875000E-004  -7.6293945312500000E-005   9.2277526855468750E-003  -3.6361694335937500E-002   9.5520019531250000E-003  -1.8463134765625000E-003   3.2424926757812500E-004  -3.5690307617187500E-002  0.26801300048828125       -3.6361694335937500E-002   5.0811767578125000E-003  -6.7138671875000000E-004   8.7890625000000000E-003  -3.5690307617187500E-002   9.2277526855468750E-003  -1.7700195312500000E-003   2.4414062500000000E-004
  -7.6293945312500000E-005   2.4414062500000000E-004  -6.7138671875000000E-004   2.4414062500000000E-004  -7.6293945312500000E-005   3.6621093750000000E-004  -1.8463134765625000E-003   5.0954818725585938E-003  -1.8463134765625000E-003   3.6621093750000000E-004  -1.8081665039062500E-003   9.5520019531250000E-003  -3.6399841308593750E-002   9.5520019531250000E-003  -1.8081665039062500E-003   4.8217773437500000E-003  -3.6361694335937500E-002  0.26810646057128906       -3.6361694335937500E-002   4.8217773437500000E-003  -1.7318725585937500E-003   9.0332031250000000E-003  -3.5728454589843750E-002   9.0332031250000000E-003  -1.7318725585937500E-003
   0.0000000000000000       -7.6293945312500000E-005   3.2424926757812500E-004  -6.7138671875000000E-004   2.4414062500000000E-004  -7.6293945312500000E-005   4.8065185546875000E-004  -1.8463134765625000E-003   5.0811767578125000E-003  -1.7700195312500000E-003   3.2424926757812500E-004  -1.8463134765625000E-003   9.5520019531250000E-003  -3.6361694335937500E-002   9.2277526855468750E-003  -6.7138671875000000E-004   5.0811767578125000E-003  -3.6361694335937500E-002  0.26801300048828125       -3.5690307617187500E-002   2.4414062500000000E-004  -1.7700195312500000E-003   9.2277526855468750E-003  -3.5690307617187500E-002   8.7890625000000000E-003
   0.0000000000000000        0.0000000000000000       -7.6293945312500000E-005   2.4414062500000000E-004  -5.9509277343750000E-004   0.0000000000000000       -7.6293945312500000E-005   4.6634674072265625E-004  -1.7700195312500000E-003   4.5166015625000000E-003  -3.8146972656250000E-005   3.2424926757812500E-004  -1.8081665039062500E-003   9.2277526855468750E-003  -3.4553527832031250E-002   6.1035156250000000E-005  -6.7138671875000000E-004   4.9877166748046875E-003  -3.5690307617187500E-002  0.26287841796875000       -3.8146972656250000E-005   2.4414062500000000E-004  -1.7318725585937500E-003   8.7890625000000000E-003  -3.3958435058593750E-002
   6.1035156250000000E-005  -3.8146972656250000E-005   1.4305114746093750E-005   0.0000000000000000        0.0000000000000000       -5.9509277343750000E-004   3.0517578125000000E-004  -7.6293945312500000E-005   1.9073486328125000E-005   0.0000000000000000        4.5356750488281250E-003  -1.7318725585937500E-003   4.5204162597656250E-004  -7.6293945312500000E-005   1.4305114746093750E-005  -3.3958435058593750E-002   8.9225769042968750E-003  -1.7318725585937500E-003   3.0517578125000000E-004  -3.8146972656250000E-005  0.25842285156250000       -3.3958435058593750E-002   4.5356750488281250E-003  -5.9509277343750000E-004   6.1035156250000000E-005
  -3.8146972656250000E-005   6.1035156250000000E-005  -3.8146972656250000E-005   0.0000000000000000        0.0000000000000000        2.4414062500000000E-004  -6.7138671875000000E-004   3.2424926757812500E-004  -7.6293945312500000E-005   0.0000000000000000       -1.7318725585937500E-003   4.9877166748046875E-003  -1.8081665039062500E-003   4.6634674072265625E-004  -7.6293945312500000E-005   8.7890625000000000E-003  -3.5690307617187500E-002   9.2277526855468750E-003  -1.7700195312500000E-003   2.4414062500000000E-004  -3.3958435058593750E-002  0.26287841796875000       -3.4553527832031250E-002   4.5166015625000000E-003  -5.9509277343750000E-004
   0.0000000000000000       -3.8146972656250000E-005   9.3460083007812500E-005  -3.8146972656250000E-005   0.0000000000000000       -7.6293945312500000E-005   3.2424926757812500E-004  -6.7138671875000000E-004   3.2424926757812500E-004  -7.6293945312500000E-005   4.5204162597656250E-004  -1.8081665039062500E-003   5.0020217895507812E-003  -1.8081665039062500E-003   4.5204162597656250E-004  -1.7318725585937500E-003   9.2277526855468750E-003  -3.5728454589843750E-002   9.2277526855468750E-003  -1.7318725585937500E-003   4.4555664062500000E-003  -3.4553527832031250E-002  0.26310443878173828       -3.4553527832031250E-002   4.4555664062500000E-003
   0.0000000000000000        0.0000000000000000       -3.8146972656250000E-005   6.1035156250000000E-005  -3.8146972656250000E-005   0.0000000000000000       -7.6293945312500000E-005   3.2424926757812500E-004  -6.7138671875000000E-004   2.4414062500000000E-004  -7.6293945312500000E-005   4.6634674072265625E-004  -1.8081665039062500E-003   4.9877166748046875E-003  -1.7318725585937500E-003   2.4414062500000000E-004  -1.7700195312500000E-003   9.2277526855468750E-003  -3.5690307617187500E-002   8.7890625000000000E-003  -5.9509277343750000E-004   4.5166015625000000E-003  -3.4553527832031250E-002  0.26287841796875000       -3.3958435058593750E-002
   0.0000000000000000        0.0000000000000000        1.4305114746093750E-005  -3.8146972656250000E-005   6.1035156250000000E-005   0.0000000000000000        1.9073486328125000E-005  -7.6293945312500000E-005   3.0517578125000000E-004  -5.9509277343750000E-004   1.4305114746093750E-005  -7.6293945312500000E-005   4.5204162597656250E-004  -1.7318725585937500E-003   4.5356750488281250E-003  -3.8146972656250000E-005   3.0517578125000000E-004  -1.7318725585937500E-003   8.9225769042968750E-003  -3.3958435058593750E-002   6.1035156250000000E-005  -5.9509277343750000E-004   4.5356750488281250E-003  -3.3958435058593750E-002  0.25842285156250000     
